"year","nday","zip","people","crime","emergencies","complaints"
"2013",17,"02108",5202,1,NA,NA
"2013",17,"02169",332,NA,NA,NA
"2013",17,"02110",2588,5,NA,NA
"2013",17,"02170",104,NA,NA,NA
"2013",17,"02111",5089,5,NA,NA
"2013",17,"02171",202,NA,NA,NA
"2013",17,"02113",1457,1,NA,NA
"2013",17,"02184",122,NA,NA,NA
"2013",17,"02114",5770,NA,NA,NA
"2013",17,"02210",1095,NA,NA,NA
"2013",17,"02115",4381,3,NA,NA
"2013",17,"02215",3505,NA,NA,NA
"2013",17,"02116",6325,NA,NA,NA
"2013",17,"02466",54,NA,NA,NA
"2013",17,"02120",648,3,NA,NA
"2013",17,"02476",795,NA,NA,NA
"2013",17,"02122",272,5,NA,NA
"2013",17,"02124",487,3,NA,NA
"2013",17,"02125",656,8,NA,NA
"2013",17,"02126",227,3,NA,NA
"2013",17,"02127",2155,2,NA,NA
"2013",17,"02368",2,NA,NA,NA
"2013",17,"02090",1,NA,NA,NA
"2013",17,"02128",1324,1,NA,NA
"2013",17,"02129",865,2,NA,NA
"2013",17,"02130",1258,3,NA,NA
"2013",17,"01803",2,NA,NA,NA
"2013",17,"02138",2900,NA,NA,NA
"2013",17,"02139",2276,NA,NA,NA
"2013",17,"02140",865,NA,NA,NA
"2013",17,"02141",497,NA,NA,NA
"2013",17,"01867",5,NA,NA,NA
"2013",17,"02142",1085,NA,NA,NA
"2013",17,"02135",905,1,NA,NA
"2013",17,"02144",963,NA,NA,NA
"2013",17,"01887",2,NA,NA,NA
"2013",17,"02136",25,4,NA,NA
"2013",17,"02148",389,NA,NA,NA
"2013",17,"02151",344,NA,NA,NA
"2013",17,"02145",110,NA,NA,NA
"2013",17,"02155",332,NA,NA,NA
"2013",17,"02149",27,NA,NA,NA
"2013",17,"02150",25,NA,NA,NA
"2013",17,"02152",13,NA,NA,NA
"2013",17,"01915",1,NA,NA,NA
"2013",17,"01923",2,NA,NA,NA
"2013",17,"01760",1,NA,NA,NA
"2013",17,"01945",4,NA,NA,NA
"2013",17,"01970",1,NA,NA,NA
"2013",17,"02481",8,NA,NA,NA
"2013",17,"01801",6,NA,NA,NA
"2013",17,"02021",4,NA,NA,NA
"2013",17,"02026",10,NA,NA,NA
"2013",17,"02030",1,NA,NA,NA
"2013",17,"02199",476,2,NA,NA
"2013",17,"02301",2,NA,NA,NA
"2013",17,"01752",2,NA,NA,NA
"2013",17,"02351",2,NA,NA,NA
"2013",17,"01880",3,NA,NA,NA
"2013",17,"02119",118,6,NA,NA
"2013",17,"02446",608,NA,NA,NA
"2013",17,"02451",7,NA,NA,NA
"2013",17,"01843",1,NA,NA,NA
"2013",17,"01845",2,NA,NA,NA
"2013",17,"02467",37,NA,NA,NA
"2013",17,"01908",1,NA,NA,NA
"2013",17,"01864",1,NA,NA,NA
"2013",17,"02153",3,NA,NA,NA
"2013",17,"02134",1393,6,NA,NA
"2013",17,"02163",92,NA,NA,NA
"2013",17,"02176",15,NA,NA,NA
"2013",17,"01890",8,NA,NA,NA
"2013",17,"02143",196,NA,NA,NA
"2013",17,"01905",2,NA,NA,NA
"2013",17,"01906",5,NA,NA,NA
"2013",17,"01907",1,NA,NA,NA
"2013",17,"02056",3,NA,NA,NA
"2013",17,"02062",4,NA,NA,NA
"2013",17,"02472",65,NA,NA,NA
"2013",17,"02478",20,NA,NA,NA
"2013",17,"02109",989,NA,NA,NA
"2013",17,"02118",853,NA,NA,NA
"2013",17,"02190",3,NA,NA,NA
"2013",17,"02121",67,6,NA,NA
"2013",17,"02493",3,NA,NA,NA
"2013",17,"02445",177,NA,NA,NA
"2013",17,"02452",9,NA,NA,NA
"2013",17,"02045",1,NA,NA,NA
"2013",17,"02468",1,NA,NA,NA
"2013",17,"02420",6,NA,NA,NA
"2013",17,"02356",1,NA,NA,NA
"2013",17,"02081",1,NA,NA,NA
"2013",17,"02180",5,NA,NA,NA
"2013",17,"02186",22,NA,NA,NA
"2013",17,"02421",7,NA,NA,NA
"2013",17,"02461",10,NA,NA,NA
"2013",17,"02465",12,NA,NA,NA
"2013",17,"02458",33,NA,NA,NA
"2013",17,"02131",81,4,NA,NA
"2013",17,"02132",36,NA,NA,NA
"2013",17,"02339",1,NA,NA,NA
"2013",17,"02343",4,NA,NA,NA
"2013",17,"02459",13,NA,NA,NA
"2013",17,"02462",2,NA,NA,NA
"2013",17,"02474",20,NA,NA,NA
"2013",17,"02460",9,NA,NA,NA
"2013",17,"02482",4,NA,NA,NA
"2013",17,"02453",23,NA,NA,NA
"2013",17,"02492",8,NA,NA,NA
"2013",17,"02494",3,NA,NA,NA
"2013",17,"02188",2,NA,NA,NA
"2013",17,"02189",1,NA,NA,NA
"2013",17,"02464",1,NA,NA,NA
"2013",18,"01730",2,NA,134,NA
"2013",18,"02466",64,NA,134,NA
"2013",18,"02186",36,NA,134,NA
"2013",18,"01944",1,NA,134,NA
"2013",18,"02140",959,NA,134,NA
"2013",18,"02482",3,NA,134,NA
"2013",18,"02111",3820,4,134,NA
"2013",18,"02119",112,9,134,NA
"2013",18,"02493",1,NA,134,NA
"2013",18,"02138",2719,NA,134,NA
"2013",18,"02478",30,NA,134,NA
"2013",18,"02191",2,NA,134,NA
"2013",18,"02180",5,NA,134,NA
"2013",18,"02062",4,NA,134,NA
"2013",18,"02445",177,NA,134,NA
"2013",18,"02126",209,5,134,NA
"2013",18,"02144",1302,NA,134,NA
"2013",18,"01983",1,NA,134,NA
"2013",18,"02149",49,NA,134,NA
"2013",18,"02446",579,NA,134,NA
"2013",18,"02122",344,6,134,NA
"2013",18,"02145",146,NA,134,NA
"2013",18,"01915",3,NA,134,NA
"2013",18,"02120",474,4,134,NA
"2013",18,"02458",32,NA,134,NA
"2013",18,"02143",198,NA,134,NA
"2013",18,"02131",59,1,134,NA
"2013",18,"02026",7,NA,134,NA
"2013",18,"02421",3,NA,134,NA
"2013",18,"01906",4,NA,134,NA
"2013",18,"02116",6458,1,134,NA
"2013",18,"01970",3,NA,134,NA
"2013",18,"02135",1078,2,134,NA
"2013",18,"02368",3,NA,134,NA
"2013",18,"02190",1,NA,134,NA
"2013",18,"02109",1266,1,134,NA
"2013",18,"01905",1,NA,134,NA
"2013",18,"02129",1207,1,134,NA
"2013",18,"02110",2432,2,134,NA
"2013",18,"02474",28,NA,134,NA
"2013",18,"02169",319,NA,134,NA
"2013",18,"02189",1,NA,134,NA
"2013",18,"01890",7,NA,134,NA
"2013",18,"02141",515,NA,134,NA
"2013",18,"02139",2151,NA,134,NA
"2013",18,"02114",2606,NA,134,NA
"2013",18,"02171",147,NA,134,NA
"2013",18,"02351",1,NA,134,NA
"2013",18,"02115",3889,2,134,NA
"2013",18,"01887",1,NA,134,NA
"2013",18,"02090",2,NA,134,NA
"2013",18,"02127",2510,4,134,NA
"2013",18,"02150",25,NA,134,NA
"2013",18,"02453",28,NA,134,NA
"2013",18,"01803",4,NA,134,NA
"2013",18,"02420",2,NA,134,NA
"2013",18,"02462",4,NA,134,NA
"2013",18,"02476",707,NA,134,NA
"2013",18,"02130",1162,2,134,NA
"2013",18,"02341",1,NA,134,NA
"2013",18,"02153",9,NA,134,NA
"2013",18,"01904",1,NA,134,NA
"2013",18,"02467",44,NA,134,NA
"2013",18,"02134",1311,4,134,NA
"2013",18,"02465",11,NA,134,NA
"2013",18,"02108",4915,NA,134,NA
"2013",18,"01778",1,NA,134,NA
"2013",18,"02210",1255,1,134,NA
"2013",18,"02170",122,NA,134,NA
"2013",18,"01801",9,NA,134,NA
"2013",18,"02464",3,NA,134,NA
"2013",18,"02472",73,NA,134,NA
"2013",18,"01760",1,NA,134,NA
"2013",18,"01960",2,NA,134,NA
"2013",18,"01702",3,NA,134,NA
"2013",18,"02199",585,1,134,NA
"2013",18,"02118",822,NA,134,NA
"2013",18,"02468",2,NA,134,NA
"2013",18,"02124",549,7,134,NA
"2013",18,"02148",68,NA,134,NA
"2013",18,"01867",2,NA,134,NA
"2013",18,"01821",5,NA,134,NA
"2013",18,"02125",750,2,134,NA
"2013",18,"02081",1,NA,134,NA
"2013",18,"02481",2,NA,134,NA
"2013",18,"02128",1115,3,134,NA
"2013",18,"02021",1,NA,134,NA
"2013",18,"01907",3,NA,134,NA
"2013",18,"01940",1,NA,134,NA
"2013",18,"02176",9,NA,134,NA
"2013",18,"02452",9,NA,134,NA
"2013",18,"02492",8,NA,134,NA
"2013",18,"01844",2,NA,134,NA
"2013",18,"02188",2,NA,134,NA
"2013",18,"01902",1,NA,134,NA
"2013",18,"02152",11,NA,134,NA
"2013",18,"02132",48,NA,134,NA
"2013",18,"02136",22,2,134,NA
"2013",18,"01701",1,NA,134,NA
"2013",18,"02155",170,NA,134,NA
"2013",18,"02184",132,NA,134,NA
"2013",18,"01880",10,NA,134,NA
"2013",18,"02121",50,2,134,NA
"2013",18,"02163",70,NA,134,NA
"2013",18,"02459",24,NA,134,NA
"2013",18,"01810",3,NA,134,NA
"2013",18,"01746",1,NA,134,NA
"2013",18,"02460",8,NA,134,NA
"2013",18,"02494",1,NA,134,NA
"2013",18,"02151",318,NA,134,NA
"2013",18,"02461",4,NA,134,NA
"2013",18,"02113",1492,NA,134,NA
"2013",18,"02142",898,NA,134,NA
"2013",18,"02215",3218,NA,134,NA
"2013",18,"01908",1,NA,134,NA
"2013",19,"02108",3962,NA,NA,NA
"2013",19,"02169",303,NA,NA,NA
"2013",19,"02110",2116,2,NA,NA
"2013",19,"02170",99,NA,NA,NA
"2013",19,"02111",3689,2,NA,NA
"2013",19,"02171",143,NA,NA,NA
"2013",19,"02113",1095,NA,NA,NA
"2013",19,"02184",93,NA,NA,NA
"2013",19,"02114",6410,NA,NA,NA
"2013",19,"02210",872,NA,NA,NA
"2013",19,"02115",3830,1,NA,NA
"2013",19,"02215",2038,2,NA,NA
"2013",19,"02116",5356,1,NA,NA
"2013",19,"02466",47,NA,NA,NA
"2013",19,"02120",462,1,NA,NA
"2013",19,"02476",554,NA,NA,NA
"2013",19,"02122",260,2,NA,NA
"2013",19,"01545",2,NA,NA,NA
"2013",19,"02124",396,9,NA,NA
"2013",19,"02125",576,1,NA,NA
"2013",19,"01720",1,NA,NA,NA
"2013",19,"02126",189,2,NA,NA
"2013",19,"01741",1,NA,NA,NA
"2013",19,"01742",3,NA,NA,NA
"2013",19,"02127",1956,2,NA,NA
"2013",19,"02364",2,NA,NA,NA
"2013",19,"02368",9,NA,NA,NA
"2013",19,"02090",8,NA,NA,NA
"2013",19,"02128",1730,3,NA,NA
"2013",19,"02129",724,2,NA,NA
"2013",19,"02130",1208,1,NA,NA
"2013",19,"01803",2,NA,NA,NA
"2013",19,"02138",2463,NA,NA,NA
"2013",19,"01810",2,NA,NA,NA
"2013",19,"02139",2028,NA,NA,NA
"2013",19,"02140",768,NA,NA,NA
"2013",19,"02141",525,NA,NA,NA
"2013",19,"01867",1,NA,NA,NA
"2013",19,"02142",1103,NA,NA,NA
"2013",19,"02135",788,NA,NA,NA
"2013",19,"02144",1186,NA,NA,NA
"2013",19,"02148",317,NA,NA,NA
"2013",19,"02151",223,NA,NA,NA
"2013",19,"02145",92,NA,NA,NA
"2013",19,"02155",297,NA,NA,NA
"2013",19,"02149",35,NA,NA,NA
"2013",19,"02150",28,NA,NA,NA
"2013",19,"02152",12,NA,NA,NA
"2013",19,"02153",6,NA,NA,NA
"2013",19,"01915",2,NA,NA,NA
"2013",19,"01930",2,NA,NA,NA
"2013",19,"01945",4,NA,NA,NA
"2013",19,"01960",2,NA,NA,NA
"2013",19,"01970",6,NA,NA,NA
"2013",19,"02481",5,NA,NA,NA
"2013",19,"01801",7,NA,NA,NA
"2013",19,"02021",5,NA,NA,NA
"2013",19,"02026",14,NA,NA,NA
"2013",19,"01432",1,NA,NA,NA
"2013",19,"01604",3,NA,NA,NA
"2013",19,"01605",1,NA,NA,NA
"2013",19,"02030",1,NA,NA,NA
"2013",19,"01702",1,NA,NA,NA
"2013",19,"02050",1,NA,NA,NA
"2013",19,"01731",1,NA,NA,NA
"2013",19,"02332",4,NA,NA,NA
"2013",19,"01760",1,NA,NA,NA
"2013",19,"01776",1,NA,NA,NA
"2013",19,"01901",1,NA,NA,NA
"2013",19,"02119",139,2,NA,NA
"2013",19,"02446",447,NA,NA,NA
"2013",19,"01821",1,NA,NA,NA
"2013",19,"02131",78,5,NA,NA
"2013",19,"01852",1,NA,NA,NA
"2013",19,"02132",37,NA,NA,NA
"2013",19,"02468",5,NA,NA,NA
"2013",19,"02134",883,9,NA,NA
"2013",19,"01880",7,NA,NA,NA
"2013",19,"02176",26,NA,NA,NA
"2013",19,"02136",19,3,NA,NA
"2013",19,"01890",15,NA,NA,NA
"2013",19,"02143",208,NA,NA,NA
"2013",19,"01902",1,NA,NA,NA
"2013",19,"01905",2,NA,NA,NA
"2013",19,"01906",8,NA,NA,NA
"2013",19,"01907",2,NA,NA,NA
"2013",19,"02467",39,NA,NA,NA
"2013",19,"02056",1,NA,NA,NA
"2013",19,"02062",6,NA,NA,NA
"2013",19,"01923",2,NA,NA,NA
"2013",19,"02163",104,NA,NA,NA
"2013",19,"02472",60,NA,NA,NA
"2013",19,"01940",2,NA,NA,NA
"2013",19,"02072",1,NA,NA,NA
"2013",19,"02474",29,NA,NA,NA
"2013",19,"02478",27,NA,NA,NA
"2013",19,"02109",780,NA,NA,NA
"2013",19,"02461",3,NA,NA,NA
"2013",19,"02482",9,NA,NA,NA
"2013",19,"02190",3,NA,NA,NA
"2013",19,"02493",8,NA,NA,NA
"2013",19,"02199",589,2,NA,NA
"2013",19,"02445",171,NA,NA,NA
"2013",19,"02452",3,NA,NA,NA
"2013",19,"02458",35,NA,NA,NA
"2013",19,"02459",20,NA,NA,NA
"2013",19,"02420",3,NA,NA,NA
"2013",19,"02118",711,2,NA,NA
"2013",19,"02462",4,NA,NA,NA
"2013",19,"02121",44,4,NA,NA
"2013",19,"02451",2,NA,NA,NA
"2013",19,"02421",5,NA,NA,NA
"2013",19,"02343",1,NA,NA,NA
"2013",19,"02453",15,NA,NA,NA
"2013",19,"02302",1,NA,NA,NA
"2013",19,"02186",15,NA,NA,NA
"2013",19,"02460",13,NA,NA,NA
"2013",19,"02492",7,NA,NA,NA
"2013",19,"02180",1,NA,NA,NA
"2013",19,"02465",6,NA,NA,NA
"2013",19,"02189",2,NA,NA,NA
"2013",19,"02301",1,NA,NA,NA
"2013",19,"02464",2,NA,NA,NA
"2013",19,"02494",5,NA,NA,NA
"2013",20,"02138",2472,NA,129,NA
"2013",20,"02466",49,NA,129,NA
"2013",20,"02139",2151,NA,129,NA
"2013",20,"02125",851,6,129,NA
"2013",20,"01730",1,NA,129,NA
"2013",20,"01752",1,NA,129,NA
"2013",20,"02368",3,NA,129,NA
"2013",20,"02122",279,4,129,NA
"2013",20,"02199",634,5,129,NA
"2013",20,"01970",2,NA,129,NA
"2013",20,"02171",169,NA,129,NA
"2013",20,"02421",2,NA,129,NA
"2013",20,"02169",382,NA,129,NA
"2013",20,"02115",3762,1,129,NA
"2013",20,"02026",10,NA,129,NA
"2013",20,"02114",2622,1,129,NA
"2013",20,"01887",4,NA,129,NA
"2013",20,"02121",44,7,129,NA
"2013",20,"02062",1,NA,129,NA
"2013",20,"02127",2247,1,129,NA
"2013",20,"02481",5,NA,129,NA
"2013",20,"02134",892,5,129,NA
"2013",20,"02111",3699,2,129,NA
"2013",20,"02143",194,NA,129,NA
"2013",20,"02188",3,NA,129,NA
"2013",20,"02141",523,NA,129,NA
"2013",20,"02721",1,NA,129,NA
"2013",20,"02191",2,NA,129,NA
"2013",20,"01945",1,NA,129,NA
"2013",20,"02155",148,NA,129,NA
"2013",20,"02467",73,NA,129,NA
"2013",20,"02152",11,1,129,NA
"2013",20,"02180",6,NA,129,NA
"2013",20,"02445",181,NA,129,NA
"2013",20,"02151",330,NA,129,NA
"2013",20,"02109",1113,2,129,NA
"2013",20,"02451",7,NA,129,NA
"2013",20,"02129",1230,2,129,NA
"2013",20,"01940",1,NA,129,NA
"2013",20,"02189",1,NA,129,NA
"2013",20,"01778",2,NA,129,NA
"2013",20,"02145",103,NA,129,NA
"2013",20,"02113",1597,1,129,NA
"2013",20,"01902",5,NA,129,NA
"2013",20,"02465",15,NA,129,NA
"2013",20,"02072",1,NA,129,NA
"2013",20,"02458",41,NA,129,NA
"2013",20,"01776",1,NA,129,NA
"2013",20,"02324",1,NA,129,NA
"2013",20,"02420",3,NA,129,NA
"2013",20,"02153",8,NA,129,NA
"2013",20,"02472",59,NA,129,NA
"2013",20,"02364",2,NA,129,NA
"2013",20,"01760",3,NA,129,NA
"2013",20,"02163",68,NA,129,NA
"2013",20,"02108",4543,2,129,NA
"2013",20,"02116",6045,NA,129,NA
"2013",20,"02081",1,NA,129,NA
"2013",20,"02476",614,NA,129,NA
"2013",20,"02140",969,NA,129,NA
"2013",20,"02478",22,NA,129,NA
"2013",20,"02462",3,NA,129,NA
"2013",20,"02186",23,NA,129,NA
"2013",20,"01803",3,NA,129,NA
"2013",20,"02128",1690,2,129,NA
"2013",20,"02110",2493,NA,129,NA
"2013",20,"02176",13,NA,129,NA
"2013",20,"01960",2,NA,129,NA
"2013",20,"02021",1,NA,129,NA
"2013",20,"01890",11,NA,129,NA
"2013",20,"02210",1129,NA,129,NA
"2013",20,"01907",3,NA,129,NA
"2013",20,"02136",25,2,129,NA
"2013",20,"02120",473,2,129,NA
"2013",20,"02452",5,NA,129,NA
"2013",20,"02461",6,NA,129,NA
"2013",20,"02124",430,1,129,NA
"2013",20,"02446",451,NA,129,NA
"2013",20,"02149",36,NA,129,NA
"2013",20,"02118",807,2,129,NA
"2013",20,"01810",3,NA,129,NA
"2013",20,"02215",2364,2,129,NA
"2013",20,"02494",3,NA,129,NA
"2013",20,"02142",943,NA,129,NA
"2013",20,"02468",5,NA,129,NA
"2013",20,"02474",22,NA,129,NA
"2013",20,"02150",34,NA,129,NA
"2013",20,"02170",109,NA,129,NA
"2013",20,"02130",1126,NA,129,NA
"2013",20,"02367",1,NA,129,NA
"2013",20,"01801",9,NA,129,NA
"2013",20,"02132",34,1,129,NA
"2013",20,"02460",6,NA,129,NA
"2013",20,"02119",108,1,129,NA
"2013",20,"02032",1,NA,129,NA
"2013",20,"02184",85,NA,129,NA
"2013",20,"02135",910,2,129,NA
"2013",20,"02492",1,NA,129,NA
"2013",20,"02131",68,2,129,NA
"2013",20,"02464",2,NA,129,NA
"2013",20,"01880",1,NA,129,NA
"2013",20,"01701",1,NA,129,NA
"2013",20,"02493",5,NA,129,NA
"2013",20,"02144",1234,NA,129,NA
"2013",20,"02148",46,NA,129,NA
"2013",20,"02453",17,NA,129,NA
"2013",20,"02126",175,4,129,NA
"2013",20,"01906",8,NA,129,NA
"2013",20,"02459",16,NA,129,NA
"2013",20,"01742",1,NA,129,NA
"2013",20,"01748",1,NA,129,NA
"2013",20,"02482",1,NA,129,NA
"2013",21,"02108",4905,1,NA,NA
"2013",21,"02169",416,NA,NA,NA
"2013",21,"02110",2587,NA,NA,NA
"2013",21,"02170",98,NA,NA,NA
"2013",21,"02111",4812,3,NA,NA
"2013",21,"02171",194,NA,NA,NA
"2013",21,"02113",1584,NA,NA,NA
"2013",21,"02184",136,NA,NA,NA
"2013",21,"02114",4980,1,NA,NA
"2013",21,"02210",1239,NA,NA,NA
"2013",21,"02115",4548,7,NA,NA
"2013",21,"02215",2854,1,NA,NA
"2013",21,"02116",6614,1,NA,NA
"2013",21,"02466",69,NA,NA,NA
"2013",21,"02120",656,1,NA,NA
"2013",21,"02476",787,NA,NA,NA
"2013",21,"02122",311,4,NA,NA
"2013",21,"01450",2,NA,NA,NA
"2013",21,"02124",516,7,NA,NA
"2013",21,"02125",689,7,NA,NA
"2013",21,"01731",2,NA,NA,NA
"2013",21,"02126",236,5,NA,NA
"2013",21,"01742",3,NA,NA,NA
"2013",21,"02127",2305,4,NA,NA
"2013",21,"02128",1519,2,NA,NA
"2013",21,"02129",849,NA,NA,NA
"2013",21,"02130",1193,NA,NA,NA
"2013",21,"02138",2366,NA,NA,NA
"2013",21,"01821",2,NA,NA,NA
"2013",21,"02139",2103,NA,NA,NA
"2013",21,"01845",2,NA,NA,NA
"2013",21,"02140",953,NA,NA,NA
"2013",21,"02141",521,1,NA,NA
"2013",21,"02142",1076,NA,NA,NA
"2013",21,"02135",1060,7,NA,NA
"2013",21,"02144",1100,NA,NA,NA
"2013",21,"02136",26,3,NA,NA
"2013",21,"02148",432,NA,NA,NA
"2013",21,"02151",329,NA,NA,NA
"2013",21,"02155",345,NA,NA,NA
"2013",21,"02149",29,NA,NA,NA
"2013",21,"01905",3,NA,NA,NA
"2013",21,"02150",24,NA,NA,NA
"2013",21,"01907",5,NA,NA,NA
"2013",21,"01915",1,NA,NA,NA
"2013",21,"01730",1,NA,NA,NA
"2013",21,"02176",18,NA,NA,NA
"2013",21,"01945",2,NA,NA,NA
"2013",21,"01970",1,NA,NA,NA
"2013",21,"01801",11,NA,NA,NA
"2013",21,"02021",1,NA,NA,NA
"2013",21,"02190",3,NA,NA,NA
"2013",21,"02026",11,NA,NA,NA
"2013",21,"01702",1,NA,NA,NA
"2013",21,"01720",2,NA,NA,NA
"2013",21,"02301",1,NA,NA,NA
"2013",21,"02343",1,NA,NA,NA
"2013",21,"01752",3,NA,NA,NA
"2013",21,"02067",1,NA,NA,NA
"2013",21,"01760",3,NA,NA,NA
"2013",21,"02368",2,NA,NA,NA
"2013",21,"02090",3,NA,NA,NA
"2013",21,"01887",2,NA,NA,NA
"2013",21,"01773",1,NA,NA,NA
"2013",21,"01776",1,NA,NA,NA
"2013",21,"01778",1,NA,NA,NA
"2013",21,"01803",2,NA,NA,NA
"2013",21,"02119",87,1,NA,NA
"2013",21,"02446",523,NA,NA,NA
"2013",21,"02131",77,1,NA,NA
"2013",21,"01844",2,NA,NA,NA
"2013",21,"02467",56,NA,NA,NA
"2013",21,"01864",1,NA,NA,NA
"2013",21,"02153",1,NA,NA,NA
"2013",21,"01867",3,NA,NA,NA
"2013",21,"02062",1,NA,NA,NA
"2013",21,"02134",1093,6,NA,NA
"2013",21,"02472",72,NA,NA,NA
"2013",21,"01880",4,NA,NA,NA
"2013",21,"01890",10,NA,NA,NA
"2013",21,"02109",1123,3,NA,NA
"2013",21,"02143",186,NA,NA,NA
"2013",21,"01902",5,NA,NA,NA
"2013",21,"02145",104,NA,NA,NA
"2013",21,"02482",3,NA,NA,NA
"2013",21,"01906",7,NA,NA,NA
"2013",21,"02152",11,NA,NA,NA
"2013",21,"02163",52,NA,NA,NA
"2013",21,"02474",16,NA,NA,NA
"2013",21,"02180",2,NA,NA,NA
"2013",21,"02478",36,NA,NA,NA
"2013",21,"02420",1,NA,NA,NA
"2013",21,"02186",23,NA,NA,NA
"2013",21,"02461",7,NA,NA,NA
"2013",21,"02188",6,NA,NA,NA
"2013",21,"02191",1,NA,NA,NA
"2013",21,"02493",1,NA,NA,NA
"2013",21,"02199",602,4,NA,NA
"2013",21,"02468",2,NA,NA,NA
"2013",21,"02718",1,NA,NA,NA
"2013",21,"02445",201,NA,NA,NA
"2013",21,"02375",1,NA,NA,NA
"2013",21,"02118",900,4,NA,NA
"2013",21,"02189",1,NA,NA,NA
"2013",21,"02121",44,9,NA,NA
"2013",21,"02451",13,NA,NA,NA
"2013",21,"02452",2,NA,NA,NA
"2013",21,"02460",4,NA,NA,NA
"2013",21,"02132",36,1,NA,NA
"2013",21,"02421",5,NA,NA,NA
"2013",21,"02458",49,NA,NA,NA
"2013",21,"02459",18,NA,NA,NA
"2013",21,"02465",9,NA,NA,NA
"2013",21,"02453",13,NA,NA,NA
"2013",21,"02492",5,NA,NA,NA
"2013",21,"02464",3,NA,NA,NA
"2013",21,"02494",7,NA,NA,NA
"2013",22,"01970",5,NA,112,NA
"2013",22,"02420",1,NA,112,NA
"2013",22,"02180",11,NA,112,NA
"2013",22,"02467",50,NA,112,NA
"2013",22,"02466",60,NA,112,NA
"2013",22,"02124",452,7,112,NA
"2013",22,"02169",454,NA,112,NA
"2013",22,"02152",11,NA,112,NA
"2013",22,"01915",3,NA,112,NA
"2013",22,"02109",1250,2,112,NA
"2013",22,"02062",1,NA,112,NA
"2013",22,"02476",786,NA,112,NA
"2013",22,"01867",4,NA,112,NA
"2013",22,"01880",4,NA,112,NA
"2013",22,"02150",33,NA,112,NA
"2013",22,"02153",4,NA,112,NA
"2013",22,"02143",200,NA,112,NA
"2013",22,"02482",6,NA,112,NA
"2013",22,"02128",1466,1,112,NA
"2013",22,"01776",1,NA,112,NA
"2013",22,"02199",637,3,112,NA
"2013",22,"01887",3,NA,112,NA
"2013",22,"02190",2,NA,112,NA
"2013",22,"01960",2,NA,112,NA
"2013",22,"02127",3169,2,112,NA
"2013",22,"02125",824,3,112,NA
"2013",22,"02481",9,NA,112,NA
"2013",22,"02121",48,8,112,NA
"2013",22,"01803",5,NA,112,NA
"2013",22,"02115",4358,3,112,NA
"2013",22,"02108",6149,2,112,NA
"2013",22,"02134",1462,7,112,NA
"2013",22,"02184",122,NA,112,NA
"2013",22,"02111",4194,8,112,NA
"2013",22,"02171",188,NA,112,NA
"2013",22,"01702",7,NA,112,NA
"2013",22,"02136",27,4,112,NA
"2013",22,"02464",4,NA,112,NA
"2013",22,"02113",2093,1,112,NA
"2013",22,"02446",593,2,112,NA
"2013",22,"02451",7,NA,112,NA
"2013",22,"02149",34,NA,112,NA
"2013",22,"02142",1003,NA,112,NA
"2013",22,"01854",1,NA,112,NA
"2013",22,"02090",2,NA,112,NA
"2013",22,"02478",32,NA,112,NA
"2013",22,"02351",3,NA,112,NA
"2013",22,"02189",3,NA,112,NA
"2013",22,"01760",4,NA,112,NA
"2013",22,"02145",166,NA,112,NA
"2013",22,"02188",2,NA,112,NA
"2013",22,"01810",1,NA,112,NA
"2013",22,"02339",1,NA,112,NA
"2013",22,"01923",1,NA,112,NA
"2013",22,"01902",1,NA,112,NA
"2013",22,"02138",2340,NA,112,NA
"2013",22,"02453",24,NA,112,NA
"2013",22,"02114",5384,1,112,NA
"2013",22,"01890",12,NA,112,NA
"2013",22,"02176",21,NA,112,NA
"2013",22,"02120",699,3,112,NA
"2013",22,"01801",13,NA,112,NA
"2013",22,"02215",3515,1,112,NA
"2013",22,"01742",1,NA,112,NA
"2013",22,"02140",1004,NA,112,NA
"2013",22,"02186",17,NA,112,NA
"2013",22,"02459",26,NA,112,NA
"2013",22,"02132",33,2,112,NA
"2013",22,"02129",939,1,112,NA
"2013",22,"01876",3,NA,112,NA
"2013",22,"02131",79,1,112,NA
"2013",22,"02462",1,NA,112,NA
"2013",22,"02130",1394,NA,112,NA
"2013",22,"02151",332,NA,112,NA
"2013",22,"02472",96,NA,112,NA
"2013",22,"02465",21,NA,112,NA
"2013",22,"02494",6,NA,112,NA
"2013",22,"01906",8,NA,112,NA
"2013",22,"02144",1377,NA,112,NA
"2013",22,"02116",6308,1,112,NA
"2013",22,"02322",1,NA,112,NA
"2013",22,"02110",2838,2,112,NA
"2013",22,"02141",514,NA,112,NA
"2013",22,"02061",1,NA,112,NA
"2013",22,"02445",239,NA,112,NA
"2013",22,"02421",2,NA,112,NA
"2013",22,"01907",4,NA,112,NA
"2013",22,"02492",6,NA,112,NA
"2013",22,"01904",4,NA,112,NA
"2013",22,"02045",1,NA,112,NA
"2013",22,"02458",68,NA,112,NA
"2013",22,"02302",1,NA,112,NA
"2013",22,"02122",285,6,112,NA
"2013",22,"02468",4,NA,112,NA
"2013",22,"02460",13,NA,112,NA
"2013",22,"01908",2,NA,112,NA
"2013",22,"02021",2,NA,112,NA
"2013",22,"02155",355,NA,112,NA
"2013",22,"02026",14,NA,112,NA
"2013",22,"02119",96,1,112,NA
"2013",22,"02474",37,NA,112,NA
